championId,win,ban,version
24,0,145,8.8
12,1,43,8.8
8,0,5,8.8
51,0,-1,8.8
7,1,25,8.8
497,1,-1,8.8
202,1,121,8.8
76,0,25,8.8
223,0,5,8.8
12,0,164,8.8
497,0,268,8.8
497,0,12,8.8
163,1,2,8.8
201,0,76,8.8
105,1,13,8.8
121,1,5,8.8
5,0,25,8.8
157,1,5,8.8
16,1,223,8.8
13,1,497,8.8
516,1,145,8.8
43,0,121,8.8
7,0,161,8.8
245,0,114,8.8
103,1,81,8.8
8,1,-1,8.8
69,1,39,8.8
421,1,39,8.8
245,1,5,8.8
41,1,76,8.8
12,0,7,8.8
41,1,64,8.8
16,1,121,8.8
81,1,51,8.8
142,0,-1,8.8
51,0,498,8.8
25,0,56,8.8
497,1,24,8.8
39,0,-1,8.8
121,1,25,8.8
51,1,81,8.8
